text,labels
"A ""CCP lab studying coronaviruses derived from bats"" is located 400 meters away from the Huanan seafood market in Wuhan, China, that saw some of the earliest cases of COVID-19.",1
“The Obama administration made a decision on testing that turned out to be very detrimental to what we’re doing” on the coronavirus.,1
"Says the governors of Michigan, New York and Nevada “have issued orders banning the prescription of hydroxychloroquine to patients with COVID-19.”",1
Women vaccinated against COVID-19 early in pregnancy suffered miscarriages at a rate of 82 percent.,1
Ghana's President Nana Akufo-Addo announces partial lockdown due to coronavirus fears,1
The 'left' exposed President Trump to COVID-19 during the Sept. 29 presidential debate,1
Filipino citizens above 70 years old are not in the priority list for COVID-19 vaccination.,1
China lifted ban on Quran following Coronavirus outbreak,1
The COVID-19 pandemic was planned and a preparedness exercise called Event 201 predicted it.,1
“COVID19 PCR tests are scientifically meaningless.”,1
Pfizer-BioNTech’s COVID-19 vaccine contains graphene oxide,1
Bill Gates: “The Corona/Covid-19 Virus… is sent to remind us of the important lessons that we seem to have forgotten and it is up to us if we will learn them or not.”,1
All but one of the patients hospitalised for COVID-19 in New South Wales are fully vaccinated.,1
A worker of Prince hotel in Mehdipatnam has tested positive for Coronavirus,1
"“While all COVID-19 news has been going on, the U.S. Government has been sneakily trying to remove end-to-end encryption” which means “the government will be able to see all of your messages and listen to all of your calls.”",1
Man in Italy killed self after he lost his family to coronavirus,1
The Covid-19 pandemic is caused by radiation,1
A video shows a group of young children in China wearing hazmat suits to protect them against COVID-19.,1
"The ""head of Pfizer research"" said the COVID-19 vaccine developed by the pharmaceutical company ""is female sterilization.""",1
No one has died from the coronavirus in the United States.,1
Visuals show victims of India's recent Covid-19 surge,1
The MHRA put out a tender for Artificial Intelligence (AI) to handle reports of adverse Covid-19 vaccine reactions.,1
Put a small pea-sized amount of antibiotic ointment like mupirocin inside your nostrils. The ointment will kill any infectious germs when you breathe and should kill the coronavirus before it gets to your lungs.,1
Most people vaccinated against Covid-19 with mRNA shots will experience blood clots,1
Drinking hot water with lemons will cure or prevent COVID-19; drinking hot water with lemons and sodium bicarbonate will “alkalize the immune system” and cure or prevent COVID-19.,1
Kidney Stealing of coronavirus patient In Muzaffarnagar,1
10 people died in Germany after receiving the Pfizer COVID-19 vaccine.,1
The Western Australian state government describes COVID-19 vaccines as poisons.,1
Pfizer-BioNTech's COVID-19 mRNA vaccine contains lipid nanoparticles.,1
COVID-19 vaccine contains microchips to track and control people,1
China develops COVID-19 vaccine,1
Video spreads false claims in South Africa about Covid-19 and vaccines,1
Ketchup tested positive for Covid-19 using a lateral flow test.,1
Anubis logo on COVID testing center,1
Thailand has “ranked no. 1 in the COVID-19 fight category” based on an international health security and preparedness index,1
Video shows “COV-19” is inscribed on a circuit board-like equipment for 5G wireless towers.,1
No test can identify COVID-19 variants. Tests can only determine if a person is positive or negative for the disease.,1
Nobel Laureate Luc Montagnier said people will die two years after receiving COVID vaccine,1
23 people in Norway died after getting the Pfizer Covid-19 vaccine.,1
"Muslims offering namaaz in Patparganj, Delhi, violating Covid-19 lockdown rules.",1
Confirmed case of novel coronavirus in Uttar Pradesh town of Barhalganj,1
"Schools in the Dayton, Ohio, suburb of Kettering are vaccinating children for COVID-19 without notifying parents or requesting their consent.",1
"Salty and sour food causes SARS-CoV-2, the virus behind COVID-19, to explode and dissolve.",1
"Patent filed for coronavirus, covid-19, in 2015",1
Image shows map designed by an American CEO to praise Indian government's response to COVID-19.,1
The recent deaths of four British Airways pilots could be linked to the Covid-19 vaccines.,1
Indians throwing idols of gods/goddesses due to rising COVID cases,1
A YouTube video posted on Facebook claims the real time polymerase chain reaction (RT-PCR) test used to detect COVID-19 is not an appropriate testing method.,1
A 'quarantine detector' dog working during the COVID-19 pandemic was kicked by an uncooperative passenger. The dog fled to a staff member who comforted the animal.,1
Accurate list of COVID-19 treatments,1
Video shows COVID protocol flouted in Delhi's Jaffrabad area,1
Johnson & Johnson has developed a new vaccine for COVID-19.,1
India's Ministry of Health spokesman died after Covid-19 vaccination,1
"The Pfizer-BioNTech COVID-19 vaccine for children contains tromethamine, “a heart attack medication” with “a lot of potentially serious side effects”",1
99% of COVID-19 deaths were caused not by the coronavirus but by other diseases,1
Coronavirus is not lethal,1
COVID-19 PCR swab tests damage the blood-brain barrier and are harmful for humans.,1
"shows a train car with the marking ""COVID-19"" on its side",1
Government to spray medicine in the air overnight to kill coronavirus.,1
"Australian police are separating children who test positive for coronavirus from their parents, and it has been captured on video.🇦🇺 Meanwhile in WEF Australia...Children testing positive for covid are forcibly separated from their parents.. pic.twitter.com/BAKL1r8oBg— SvenDeG6 (@G6Sven) August 21, 2021",1
COVID-19 means “see a sheep surrender” in Latin,1
This is photo of Italian doctor couple who died of novel coronavirus after contracting the disease from the patients they treated.,1
South Africa approves ivermectin for Covid-19,1
Tonic water and zinc will kill COVID-19,1
Dr. Ryan Cole has observed a worrying increase in cancerous test results in post-COVID-vaccination patients,1
A Covid-19 vaccination centre at Jakarta's Istora GBK is open to all,1
"A video shows thousands in Madrid protesting the health system and ""new world order"" amid the COVID-19 Pandemic.",1
Jamaica has not recorded any COVID-19 cases,1
COVID-19 only affects the elderly and not the young,1
The BBC interviewed a “crisis actor” who pretended to be hospitalized with COVID-19 during a news segment.,1
"In an interview with ""Today,"" Dr. Anthony Fauci said that two masks are better than one when it comes to slowing the spread of COVID-19.",1
WebQoof Recap: Trolls Target Safoora; Experts on AC During COVID,1
Thousands of Hindu idols were discarded by Indians for failing to protect them against COVID-19,1
"According to the United States Centers for Disease Control and Prevention (CDC), 3,150 or 2.7% of people who received the Pfizer-BioNTech COVID-19 vaccine were “unable to perform normal daily activities, unable to work.”",1
"Republican gubernatorial nominee Glenn Youngkin called COVID-19 relief ""unnecessary"" in a May 12 interview",1
Doctors and nurses giving the COVID-19 vaccine will be tried as war criminals.,1
Genuine news graphic shows remarks by Philippine official Carlito Galvez that poor people be given Sinovac Covid-19 vaccine,1
This is the pathetic condition of Ghaziabad where an MP and former Army chief VK Singh has to seek help on Twitter to get his Covid-infected brother a hospital bed.,1
"""This peer-reviewed scientific study shows that COVID-19 vaccine causes two deaths for every three lives it saves.""",1
"Former Republican presidential candidate Herman Cain died of colon cancer, not COVID-19.",1
"""Curb Your Enthusiasm"" began filming its eleventh season in November 2020, during the COVID-19 pandemic.",1
This video shows a gay party in Italy shortly before the COVID-19 outbreak,1
"In Australia, ""they’re already taking children out of homes that there’s possible risk of COVID in — they’re putting them in detainment camps.""",1
Dr Byram Bridle says vaccines against Covid-19 are dangerous,1
"The COVID-19 vaccines’ “spike protein is very dangerous, it's cytotoxic.”",1
Magnet video proves COVID-19 vaccines contain microchips.,1
